GEOID,income,ba_rate,pop,pop_density
06037121221,88035.33333333333,0.19730366957178733,2152.3333333333335,4268.241493758928
06037121222,80170.66666666667,0.14773228258673063,5126.333333333333,3840.1916924610487
06037121600,103804.66666666667,0.33347670726037304,2606.3333333333335,2287.2604943688752
06037121801,50848.333333333336,0.14549730767861868,4114.666666666667,8471.813581667831
06037121802,95178.33333333333,0.17662570526612842,3220.0,3386.9993920230904
06037121900,60248.666666666664,0.17678873632316025,3146.6666666666665,1864.6559986220507
06037122000,97220.33333333333,0.2092262748939163,5163.666666666667,1604.6562481581052
06037122120,63985.666666666664,0.13225105932170142,4491.0,6239.0424299340675
06037122121,60319.333333333336,0.1534563013285576,2695.3333333333335,6542.706411625724
06037122122,47157.333333333336,0.0900176462293197,2505.0,2462.48519314043
06037122200,72288.0,0.12070709149740073,3746.0,2197.2607560782476
06037122410,64961.333333333336,0.21011307356186873,3999.6666666666665,5657.293165090272
06037122420,71388.33333333333,0.1477224450044706,5066.0,5872.098144945544
06037123010,52434.666666666664,0.12120457015776291,3951.3333333333335,3889.7163368414285
06037123020,84084.66666666667,0.12911834931588548,2758.0,4875.841073745771
06037123103,82331.0,0.26479155404540416,3981.3333333333335,4418.9852094966745
06037123104,71904.33333333333,0.25329113863812586,4602.0,5887.199115768791
06037123203,47745.333333333336,0.11815921903009925,2850.3333333333335,4883.140971500068
06037123204,66356.33333333333,0.15052492015815996,3305.0,10194.104383927552
06037123205,58107.666666666664,0.14036598562718852,2845.6666666666665,3755.4955520890794
06037123206,55377.333333333336,0.09625239439479782,2440.3333333333335,4048.000964310024
06037123301,71012.0,0.3760531949899328,3955.3333333333335,3034.429497334709
06037123303,69727.33333333333,0.2142354382346273,2934.3333333333335,4632.619047994944
06037123304,46803.333333333336,0.23904039997444979,4401.0,5006.35321124399
06037123410,46877.0,0.29219457584685615,3408.6666666666665,6974.610807031902
06037123420,55780.333333333336,0.2949538124949802,4330.0,5561.313805800977
06037123510,47823.666666666664,0.24808563517064552,4768.333333333333,6048.812500343562
06037123520,60835.333333333336,0.3348789319478465,2530.3333333333335,5039.2097117141875
06037123601,80181.33333333333,0.3736107405478842,5402.0,3591.2156816861293
06037123602,67198.66666666667,0.4232282984144465,3160.3333333333335,3406.441951441046
06037123700,93027.33333333333,0.3969319277778965,4017.6666666666665,4218.651669505235
06037123800,91895.66666666667,0.40351148161762024,5687.333333333333,4408.665914749083
