GEOID,income,ba_rate,pop_density,retail_density,crime_low_60,has_wf,distance,score
6037101110,80500.33333333333,0.2838001954867394,3635.617732594188,0.0,false,0,2.4595282636626097,0.28905675103266765
6037101122,107695.0,0.3672074949333901,1574.103315185634,0.0,true,0,2.0538200002874545,0.327458723797038
6037101220,75710.66666666667,0.32366736251934797,4951.689784409284,0.0,false,0,2.4094497622109894,0.2933024592658938
6037101221,53116.666666666664,0.26242308339520704,10616.130872047388,0.0,false,0,3.2605609278449115,0.23471087890434714
6037101222,40188.666666666664,0.1592546043761676,8622.472839772645,0.0,false,0,3.574629755835798,0.21859692551606227
6037101300,124910.33333333333,0.36764228699645823,1619.0798758989615,0.0,false,0,2.0121380710509755,0.3319900935520816
6037101400,84745.66666666667,0.2840468516907761,580.2906767652563,0.0,false,0,2.547604692858065,0.2818803352056589
6037102103,71500.0,0.31142422799697606,1672.7223485988213,0.0,false,0,2.5678521799486416,0.280280670152202
6037102104,107788.66666666667,0.4404588908636327,2474.847125542227,0.0,true,0,1.817545971804462,0.35491878748638933
6037102105,86611.33333333333,0.21659550715058462,3242.2749906479344,0.0,false,0,2.61237482365276,0.2768262012713344
6037102107,102832.0,0.3538930915276204,280.7180743034481,0.0,false,0,2.222745404796215,0.3102944460061168
6037103101,118544.66666666667,0.35118921901609196,1364.1697778014252,0.0,false,0,2.0778901153709572,0.3248978886562611
6037103102,76715.33333333333,0.19775603828894014,3624.143083414382,0.0,false,0,2.7769581944864443,0.26476332236342653
6037103201,81613.66666666667,0.25743003489820915,2215.243350220066,0.0,false,0,2.5660812585953137,0.28041985795744373
6037103202,117463.0,0.30067773571945206,429.18784027346464,0.0,false,0,2.303107132114675,0.30274525166847743
6037103300,133834.33333333334,0.3680015048158092,630.5267079727329,0.0,false,0,2.111346230126176,0.3214042816313138
6037103401,99801.66666666667,0.4464720618538092,1775.3038468801028,0.0,false,0,1.9045142281026681,0.34429165136272566
6037103402,106537.66666666667,0.34914768125246903,3416.0817263586305,0.0,false,0,2.0275073108473802,0.33030473499339175
6037104103,104636.33333333333,0.17514120137254652,4425.554212775702,0.0,false,0,2.6147229351766232,0.2766463759278795
6037104105,59974.333333333336,0.17116820748402087,10177.042107219537,0.0,false,0,3.361846926908983,0.22926068171508454
6037104108,70163.0,0.1064556280306349,4514.715913028571,0.0,false,0,3.1637001587962073,0.24017099259354838
6037104124,83499.33333333333,0.273136617284776,896.3331817617999,0.0,false,0,2.5701793228284067,0.28009797536101605
6037104201,100772.66666666667,0.10823328043444032,4066.304802844762,0.0,false,0,2.887249723579526,0.25725128847116163
6037104203,68960.0,0.1107765131842283,7133.820817366749,0.0,false,0,3.2286739846716737,0.2364807510876587
6037104204,72532.0,0.14136060223274236,1378.6395068168988,0.0,false,0,3.0850692359922043,0.24479389264429796
6037104310,95390.0,0.08556839908740062,2967.16891342049,0.0,false,0,3.020912163292221,0.24869978735900194
6037104321,53405.666666666664,0.03992779462257672,5491.894886478397,0.0,false,0,3.622616350956497,0.2163277079641453
6037104322,88904.33333333333,0.14082303370192384,2610.0948705208057,0.0,false,0,2.872486613012197,0.2582320095413201
6037104401,74138.33333333333,0.10977704736085674,4366.357028234504,0.0,false,0,3.105543940409409,0.2435730842282202
6037104403,92208.0,0.09049517084471255,3392.5710677268576,0.0,false,0,3.015847838685475,0.24901341887678055
6037104404,83951.33333333333,0.0680386162450511,6284.669458754926,0.0,false,0,3.193367964161503,0.23847179845567354
6037104500,74827.33333333333,0.07635269476578867,6473.29639687484,0.0,false,0,3.2570405650146306,0.23490497323850687
6037104610,86166.0,0.04316952494653689,5267.916150176704,0.0,false,0,3.2446246104642964,0.23559209394741165
6037104620,87387.66666666667,0.09642887626851522,6270.422644810554,0.0,false,0,3.058010808328624,0.24642615489037367
6037104701,51285.0,0.09193934425633622,7255.1698080304595,0.0,false,0,3.531809263228216,0.22066242022014274
6037104703,,0.0817448207088564,2024.985184253108,0.0,false,0,,
6037104704,69545.33333333333,0.1319728788291951,2765.673737884519,0.0,false,0,3.101327617629538,0.24382348674158694
6037104821,74718.33333333333,0.08478858691917147,6331.3037559091545,0.0,false,0,3.2229779351433643,0.23679972175039354
6037104822,49485.666666666664,0.07972468079849769,3767.6718203960604,0.0,false,0,3.5352687142894923,0.22049410145186135
6037104823,82270.66666666667,0.18665120767920432,6143.0402403012795,0.0,false,0,2.78050860687701,0.2645146735497255
6037104824,105362.66666666667,0.0653607438754807,4400.129723594155,0.0,false,0,3.0324967631497803,0.2479853199482548
6037106010,138623.0,0.2320632545642708,1493.3630735000738,0.0,false,0,2.4836966923596373,0.28705139634950905
6037106020,121168.0,0.28598536675657277,2420.6387887058518,0.0,false,0,2.215345089433893,0.3110086078431053
6037106111,116512.33333333333,0.2426906834445083,1740.536120209696,0.0,true,0,2.399817459948708,0.29413343856851853
6037106112,108098.66666666667,0.23818589216073258,1595.3858945461488,0.0,false,0,2.4486448458049552,0.28996897178798586
6037106113,116027.66666666667,0.21945785946673202,2714.5367309957605,0.0,false,0,2.4391772557444296,0.2907672171679166
6037106114,77863.33333333333,0.16224908433130195,6770.380040615028,0.0,false,0,2.935046559409947,0.254126599241547
6037106403,100709.0,0.17931230477935847,3379.9306105762794,0.0,false,0,2.6285957620427554,0.27558870306265243
6037106405,89501.33333333333,0.19836900949285355,3591.8277242673394,0.0,false,0,2.6413818873925785,0.2746210177686287
6037106406,103550.0,0.20609213223791537,3198.1632421214263,0.0,false,0,2.5194369370452407,0.28413635984611635
6037106407,31939.333333333332,0.12930774398351189,9928.088132244315,0.0,false,0,3.885953132135415,0.2046683570136802
6037106408,55622.333333333336,0.08882292516575281,16540.795390055442,0.0,true,0,4.410120872782201,0.1848387537940056
6037106510,128273.33333333333,0.3390518055592054,982.3570065229889,0.0,false,0,2.14503410833231,0.3179615754724712
6037106520,97534.66666666667,0.16185666098969673,2462.9603940736633,0.0,false,0,2.7360990667964296,0.26765885543218854
6037106603,149229.66666666666,0.43038207120553923,355.6010394094335,0.0,false,0,2.092919253519456,0.32331914221882535
6037106604,67657.66666666667,0.15328482085076678,1640.0140452288535,0.0,false,0,3.09292235967405,0.24432420459586665
6037106641,118667.0,0.4639202177331101,1929.558350425762,0.0,false,0,1.7607166429561503,0.362224787738161
6037106642,138690.33333333334,0.4642763109247512,2234.8377761747743,0.0,false,0,1.7913079701934513,0.35825498679412826
6037106643,203545.0,0.5158656965895728,975.583673527711,0.0,false,0,2.7949494088295785,0.2635081241592666
6037106645,146376.0,0.4425222580755255,1395.6071603191858,0.0,false,0,1.9516683067050435,0.33879145489633394
6037106646,119235.33333333333,0.3966790068254822,2105.387230704512,0.0,false,0,1.903823983317817,0.3443734901787786
